PMID	Title	Countries	Affiliation_Count
23159815	The FACIT-AI, a new tool for assessing symptoms associated with malignant ascites.	United States	1
23159816	Placental site and epithelioid trophoblastic tumours: diagnostic pitfalls.	France	1
23159817	Effective treatment of pelvic lymphocele by lymphaticovenular anastomosis.	Japan	1
23159818	Postoperative pelvic intensity-modulated radiotherapy and concurrent chemotherapy in intermediate- a...	United States	1
23159819	Fabric-based Tsai-Wu yield criteria for vertebral trabecular bone in stress and strain space.	Switzerland	1
23159820	The influence of lung airways branching structure and diffusion time on measurements and models of s...	United Kingdom	1
23159821	HyperSPASM NMR: a new approach to single-shot 2D correlations on DNP-enhanced samples.	Israel	1
23159822	[Arterial heterogeneity].	France	1
23159823	The association between SpO2 values and mortality--interpret with caution.	No Affiliation Info	0
23159824	"It's got potential"--an old tool used in a new way for pre-hospital detection of acute coronary occ...	No Affiliation Info	0
23159825	Use and benefits of public access defibrillation in a nation-wide network.	Denmark	1
23159826	A reply to: Young C, Beasley R. "The association between SpO2 values and mortality--interpret with c...	No Affiliation Info	0
23159827	Polymeric hydrogels for oral insulin delivery.	India	1
23159828	Cohort profile: the Quebec Longitudinal Study of Kindergarten Children (QLSKC).	France	1
23159829	Cell phone use and traffic crash risk: a culpability analysis.	Canada	1
23159830	Data resource profile: the Rochester Epidemiology Project (REP) medical records-linkage system.	United States	1
23159832	Influence of aging on Bmal1 and Per2 expression in extra-SCN oscillators in hamster brain.	United States	1
23159831	Serotonin hyperinnervation and upregulated 5-HT2A receptor expression and motor-stimulating function...	United States	1
23159833	Age dependent changes of distractibility and reorienting of attention revisited: an event-related po...	Germany	1
23159835	Expression of immune-related genes in goldfish gills induced by Dactylogyrus intermedius infections.	China	1
23159836	The transcriptional regulator lola is required for stem cell maintenance and germ cell differentiati...	United States	1
23159837	Endobronchial mascara brush.	No Affiliation Info	0
23159838	Hypoglycaemia--more than skin deep.	Ireland	1
23159834	Body mass index: neurosurgical perspective.	Spain	1
23159840	Does an interferon-gamma release assay change practice in possible latent tuberculosis?	United Kingdom	1
23159839	Direct-acting antiviral therapies for hepatitis C genotype 1 infection: a multiple treatment compari...	Canada	1
23159841	Clinical application of the different cross-reactivities of anti-insulin antibodies to insulin lispr...	Japan	1
23159843	Rapid detection of PML-RARA fusion gene by novel high-speed droplet-reverse transcriptase-polymerase...	Japan	1
23159842	Hypercoagulability and cardiovascular disease in diabetic nephropathy.	Brazil	1
23159845	Ketoacidosis and trace amounts of isopropanol in a chronic alcoholic patient.	United States	1
23159844	Is phosphoproteomics ready for clinical research?	United States	1
23159846	Influence of indoor air conditions on radon concentration in a detached house.	Iran	1
23159848	p21WAF1 and tumourigenesis:  20 years after.	United States	1
23159847	New targeted therapies and other advances in the management of anaplastic thyroid cancer.	United States	1
23159849	Estrogen receptor α is a novel target of the Von Hippel-Lindau protein and is responsible for the pr...	South Korea	1
23159850	On the connections between cancer stem cells and EMT.	United States	1
23159851	The deubiquitinating protein USP24 interacts with DDB2 and regulates DDB2 stability.	United States	1
23159852	Downregulation of Cdc6 and pre-replication complexes in response to methionine stress in breast canc...	United States	1
23159853	Presence of a defect in karyokinesis during megakaryocyte endomitosis.	France	1
23159855	More tasks for Dna2 in S-phase.	United States	1
23159856	Transforming growth factor-β: guardian of catabolic metabolism in carcinoma-associated fibroblasts.	India	1
23159857	Rapamycin in lipoproteins for enhanced delivery.	No Affiliation Info	0
23159854	Ectopic NGAL expression can alter sensitivity of breast cancer cells to EGFR, Bcl-2, CaM-K inhibitor...	United States	1
23159858	Nek9 regulates spindle organization and cell cycle progression during mouse oocyte meiosis and its l...	China	1
23159860	Multiplying madly: deacetylases take charge of centrosome duplication and amplification.	United States	1
23159859	Lasonolide A, a potent and reversible inducer of chromosome condensation.	United States	1
23159861	Unfolding tyrosine kinase inhibitor sensitivity in chronic myeloid leukemia.	United States	1
23159863	First tier modeling of consumer dermal exposure to substances in consumer articles under REACH: a qu...	Netherlands	1
23159864	Special issue: the emotional brain and its relation to psychopathology.	No Affiliation Info	0
23159865	Prefrontal/accumbal catecholamine system processes emotionally driven attribution of motivational sa...	Italy	1
23159866	Learning to cope with stress: psychobiological mechanisms of stress resilience.	Italy	1
23159867	Maternal exposure to low levels of corticosterone during lactation increases social play behavior in...	Italy	1
23159862	Tissue-specific expression of p73 C-terminal isoforms in mice.	United Kingdom	1
23159868	The role of setting for ketamine abuse: clinical and preclinical evidence.	Italy	1
23159869	Assessment of brain oxygenation in term and preterm neonates using near infrared spectroscopy.	Poland	1
23159870	Estimating photon interaction coefficients from single energy x-ray CT.	Australia	1
23159872	Characterization of myosin light chain gene up-regulated in the large yellow croaker immunity by int...	China	1
23159873	A new ATP7B gene mutation with severe condition in two unrelated Iranian families with Wilson diseas...	Iran	1
23159874	Pro-inflammatory cytokine gene polymorphisms and threat for coronary heart disease in a North Indian...	India	1
23159875	Rate dependent effects of acute nicotine on risk taking in young adults are not related to ADHD diag...	United States	1
23159877	Electrophysiological correlates of looking at paintings and its association with art expertise.	Germany	1
23159876	Osterix induces Col1a1 gene expression through binding to Sp1 sites in the bone enhancer and proxima...	Spain	1
23159879	Large-scale screening using familial dysautonomia induced pluripotent stem cells identifies compound...	United States	1
23159882	Protective efficacy of in vitro synthesized, specific mRNA vaccines against influenza A virus infect...	Germany	1
23159880	A bacterial glycosidase enables mannose-6-phosphate modification and improved cellular uptake of yea...	Belgium	1
23159883	Modulation of cholinergic pathways and inflammatory mediators in blast-induced traumatic brain injur...	United States	1
23159881	Microparticles bearing encephalitogenic peptides induce T-cell tolerance and ameliorate experimental...	United States	1
23159887	Expression of cAMP-responsive element binding proteins (CREBs) in fast- and slow-twitch muscles: a s...	Other	1
23159888	Analysis of mammalian alcohol dehydrogenase 5 (ADH5): characterisation of rat ADH5 with comparisons ...	Sweden	1
23159886	Biochemical and molecular mechanisms of N-acetyl cysteine and silymarin-mediated protection against ...	India	1
23159884	Human paraoxonase double mutants hydrolyze V and G class organophosphorus nerve agents.	United States	1
23159889	Clinical manifestations and anti-phospholipid antibodies in 712 patients with systemic lupus erythem...	Sweden	1
23159885	Aldehyde dehydrogenases: from eye crystallins to metabolic disease and cancer stem cells.	United States	1
23159890	Normalization of NF-κB activity in dorsal root ganglia neurons cultured from diabetic rats reverses ...	Canada	1
23159891	Systematic revision of the avian family Cisticolidae based on a multi-locus phylogeny of all genera.	Sweden	1
23159892	A multilocus perspective on phylogenetic relationships in the Namib darkling beetle genus Onymacris ...	United States	1
23159894	Combining multiple autosomal introns for studying shallow phylogeny and taxonomy of Laurasiatherian ...	France	1
23159893	Molecular phylogeny of black fungus gnats (Diptera: Sciaroidea: Sciaridae) and the evolution of larv...	South Korea	1
23159895	Evolutionary history of nematodes associated with sweat bees.	United States	1
23159896	Outcomes for differentiated thyroid cancer in New Zealand: comparison of South Island and Auckland d...	No Affiliation Info	0
23159897	Deaths due to differentiated thyroid cancer: a South Island, New Zealand experience: 1984-2009.	Other	1
23159898	The demographics and prevalence of youth (15-24 year olds) with type 1 diabetes in the Canterbury Di...	Other	1
23159899	Biosocial profile of New Zealand prosthetic eye wearers.	Other	1
23159900	Gout in women: differences in risk factors in young and older women.	Other	1
23159901	Bariatric surgery makes dramatic difference to health-related quality of life.	Other	1
23159903	A decade of serious non-fatal assault in New Zealand.	Other	1
23159902	Undetected rheumatic heart disease revealed using portable echocardiography in a population of schoo...	Other	1
23159905	Right atrial mass--a venous thrombosis in transit.	No Affiliation Info	0
23159906	Medical image. The malign face of atrial fibrillation.	No Affiliation Info	0
23159904	Non-traumatic spontaneous spinal subdural haematoma.	No Affiliation Info	0
23159907	Medical image. Persistent fever in ulcerative colitis.	No Affiliation Info	0
23159908	Premature failure of artificial joint components.	No Affiliation Info	0
23159909	Why just eat in, when you can also eat out?	No Affiliation Info	0
23159910	Tumor suppressive microRNA-218 inhibits cancer cell migration and invasion through targeting laminin...	Japan	1
23159911	Synchronous right hepatectomy and cesarean section in a pregnant lady with hepatocellular carcinoma.	China	1
23159912	Internal hernia through a peritoneal defect in the pouch of Douglas: Report of a case.	Japan	1
23159915	Simultaneously sensitive detection of multiple miRNAs based on a strand displacement amplification.	China	1
